anio,estacion,PRCPTOT,SDII,CWD,CDD,R10mm,R20mm,R40mm,R95pTOT,R99pTOT,Rx1day,Rx5day,FD,SU,ID,TR,TXx,TNx,TXn,TNn,TN10p,TX10p,TN90p,TX90p,WSDI,CSDI,DTR,GSL
1981,Verano,388.8,16.116666666666667,3.0,10.0,13.0,6.0,2.0,73.1,0.0,73.1,85.6,0,73,0,14,34.4,23.5,19.4,5.1,12.222222222222221,11.11111111111111,13.333333333333334,7.777777777777778,0,0,10.988888888888889,
1982,Invierno,229.0,9.3375,4.0,16.0,7.0,3.0,0.0,0.0,0.0,35.1,47.900000000000006,8,0,0,0,23.0,15.8,6.0,-4.2,7.608695652173914,10.869565217391305,15.217391304347828,13.043478260869565,0,0,8.427173913043477,
1982,Otoño,180.39999999999998,14.866666666666665,2.0,15.0,7.0,4.0,1.0,56.6,0.0,56.6,58.2,0,30,0,4,30.6,22.0,15.5,1.5,3.260869565217391,4.3478260869565215,19.565217391304348,11.956521739130435,0,0,9.708695652173914,
1982,Primavera,321.7,14.586363636363638,8.0,16.0,8.0,7.0,2.0,65.0,0.0,65.0,125.5,0,15,0,0,35.8,19.0,11.4,1.3,13.186813186813188,12.087912087912088,12.087912087912088,9.89010989010989,0,0,10.503296703296703,
1982,Verano,268.0,24.11818181818182,3.0,16.0,8.0,4.0,1.0,110.7,110.7,110.7,110.7,0,70,0,17,38.4,23.2,20.8,5.2,15.555555555555555,14.444444444444443,10.0,5.555555555555555,0,0,11.750000000000002,
1983,Invierno,110.5,8.184615384615386,4.0,23.0,4.0,1.0,0.0,0.0,0.0,21.3,44.0,13,0,0,0,21.6,14.8,7.4,-2.8,16.304347826086957,11.956521739130435,4.3478260869565215,2.1739130434782608,0,6,9.657608695652172,
1983,Otoño,89.1,8.739999999999998,2.0,32.0,3.0,1.0,0.0,0.0,0.0,20.0,20.599999999999998,0,20,0,1,29.9,21.3,8.7,2.5,11.956521739130435,5.434782608695652,6.521739130434782,8.695652173913043,0,0,10.90108695652174,
1983,Primavera,269.6,12.642857142857142,4.0,11.0,8.0,6.0,1.0,57.0,0.0,57.0,122.7,2,13,0,0,32.0,20.0,12.4,-2.3,10.989010989010989,6.593406593406594,18.681318681318682,6.593406593406594,0,0,9.980219780219782,
1983,Verano,182.0,8.89,7.0,12.0,7.0,3.0,0.0,0.0,0.0,28.0,42.5,0,76,0,26,37.0,25.0,20.0,8.2,3.3333333333333335,5.555555555555555,18.88888888888889,11.11111111111111,0,0,10.591111111111111,
1984,Invierno,107.8,7.073333333333334,3.0,28.0,3.0,1.0,0.0,0.0,0.0,24.2,29.4,11,0,0,0,20.9,11.4,6.5,-3.6,13.043478260869565,22.82608695652174,2.1739130434782608,0.0,0,0,8.455434782608695,
1984,Otoño,260.5,12.794999999999998,3.0,11.0,6.0,3.0,1.0,74.0,0.0,74.0,107.5,2,25,0,1,31.5,22.0,11.5,-1.1,6.521739130434782,16.304347826086957,11.956521739130435,10.869565217391305,0,0,9.459782608695651,
1984,Primavera,345.3,17.973684210526315,4.0,13.0,10.0,5.0,2.0,114.5,114.5,114.5,166.5,0,17,0,0,29.9,18.5,11.1,2.9,5.4945054945054945,9.89010989010989,12.087912087912088,4.395604395604396,0,0,9.46043956043956,
1984,Verano,500.1,19.892,3.0,14.0,16.0,7.0,4.0,169.0,0.0,71.0,169.0,0,59,0,21,33.9,25.0,20.7,6.9,10.989010989010989,6.593406593406594,12.087912087912088,4.395604395604396,0,0,9.698550724637682,
1985,Invierno,112.8,8.538461538461538,3.0,18.0,3.0,1.0,0.0,0.0,0.0,39.0,52.0,2,0,0,0,23.0,14.9,9.5,-2.5,4.3478260869565215,9.782608695652174,15.217391304347828,4.3478260869565215,0,0,8.245945945945945,
1985,Otoño,439.29999999999995,25.688235294117646,3.0,26.0,10.0,7.0,4.0,297.4,108.0,108.0,169.4,0,16,0,5,31.4,21.4,13.6,0.1,10.869565217391305,10.869565217391305,10.869565217391305,7.608695652173914,0,0,10.57608695652174,
1985,Primavera,575.9,21.218518518518522,5.0,9.0,14.0,12.0,4.0,257.0,0.0,79.5,154.7,1,12,0,1,34.4,20.2,9.9,-0.7,5.4945054945054945,9.89010989010989,15.384615384615385,10.989010989010989,0,0,9.305494505494504,
1985,Verano,79.1,7.32,1.0,11.0,2.0,1.0,0.0,0.0,0.0,23.5,26.3,0,74,0,12,35.7,22.4,21.5,6.6,3.3333333333333335,4.444444444444445,7.777777777777778,8.88888888888889,0,0,10.940449438202247,
1986,Invierno,223.5,13.6875,3.0,17.0,8.0,5.0,1.0,48.5,0.0,48.5,71.6,2,0,0,0,22.0,14.2,9.2,-0.7,4.3478260869565215,1.0869565217391304,10.869565217391305,5.434782608695652,0,0,8.773913043478261,
1986,Otoño,298.1,14.785,4.0,10.0,10.0,5.0,1.0,0.0,0.0,45.0,73.7,1,18,0,0,28.7,18.0,9.3,-0.5,11.956521739130435,14.130434782608695,6.521739130434782,7.608695652173914,0,0,9.89891304347826,
1986,Primavera,344.9,14.9,3.0,10.0,13.0,7.0,1.0,0.0,0.0,43.0,78.30000000000001,0,19,0,0,28.7,19.0,10.8,1.0,5.4945054945054945,9.89010989010989,14.285714285714285,9.89010989010989,0,0,9.841758241758242,
1986,Verano,192.0,9.957894736842105,3.0,10.0,7.0,2.0,0.0,0.0,0.0,35.0,62.0,0,73,0,15,37.5,23.8,21.9,8.9,7.777777777777778,7.777777777777778,11.11111111111111,11.11111111111111,0,0,11.326666666666664,
1987,Invierno,122.8,9.146153846153846,3.0,31.0,5.0,1.0,0.0,0.0,0.0,21.0,38.4,2,0,0,0,23.9,15.0,8.3,-2.8,4.3478260869565215,8.695652173913043,10.869565217391305,11.956521739130435,0,0,9.253260869565219,
1987,Otoño,283.0,18.673333333333336,3.0,24.0,8.0,4.0,1.0,97.0,97.0,97.0,161.0,0,24,0,4,34.8,24.2,11.4,0.3,16.304347826086957,17.391304347826086,17.391304347826086,13.043478260869565,0,7,9.958695652173915,
1987,Primavera,315.7,14.871428571428572,5.0,13.0,11.0,4.0,2.0,47.2,0.0,47.2,89.8,2,11,0,1,33.2,21.4,12.4,-0.7,9.89010989010989,6.593406593406594,8.791208791208792,5.4945054945054945,0,0,9.947252747252746,
1987,Verano,340.3,13.427999999999999,5.0,15.0,12.0,7.0,2.0,0.0,0.0,46.0,100.5,0,76,0,21,37.2,23.7,21.5,8.4,8.88888888888889,3.3333333333333335,15.555555555555555,12.222222222222221,0,0,11.088888888888887,
1988,Invierno,73.2,6.016666666666667,4.0,16.0,2.0,0.0,0.0,0.0,0.0,16.0,22.6,16,0,0,0,24.2,13.0,8.7,-4.2,19.565217391304348,4.3478260869565215,3.260869565217391,7.608695652173914,0,8,9.992391304347825,
1988,Otoño,368.0,24.166666666666668,10.0,16.0,9.0,8.0,3.0,195.5,0.0,77.5,196.5,0,20,0,7,32.4,21.4,9.4,0.6,10.869565217391305,13.043478260869565,9.782608695652174,5.434782608695652,0,0,9.718478260869565,
1988,Primavera,202.4,13.373333333333333,2.0,20.0,7.0,4.0,1.0,0.0,0.0,42.5,47.9,2,19,0,0,29.6,20.0,12.1,-0.8,12.087912087912088,6.593406593406594,8.791208791208792,9.89010989010989,0,0,11.434065934065934,
1988,Verano,295.1,16.33888888888889,4.0,25.0,11.0,7.0,1.0,59.0,0.0,59.0,71.0,0,72,0,14,33.8,23.7,21.6,7.5,10.989010989010989,8.791208791208792,13.186813186813188,6.593406593406594,0,0,11.210989010989012,
1989,Invierno,257.3,16.993333333333336,5.0,27.0,8.0,6.0,1.0,49.3,0.0,49.3,127.3,4,0,0,0,23.8,13.6,9.7,-2.4,5.434782608695652,3.260869565217391,15.217391304347828,14.130434782608695,0,0,9.503260869565217,
1989,Otoño,245.09999999999997,21.981818181818184,3.0,45.0,7.0,4.0,2.0,61.0,0.0,61.0,91.0,1,28,0,1,32.8,21.1,13.7,-0.3,7.608695652173914,7.608695652173914,8.695652173913043,15.217391304347828,0,0,11.019565217391303,
1989,Primavera,93.7,9.120000000000001,2.0,17.0,3.0,2.0,0.0,0.0,0.0,26.0,26.0,0,20,0,0,33.4,19.4,12.0,0.5,14.285714285714285,4.395604395604396,6.593406593406594,8.791208791208792,0,0,11.32197802197802,
1989,Verano,260.4,17.240000000000002,2.0,20.0,5.0,3.0,1.0,105.0,105.0,105.0,154.0,0,84,0,34,37.0,25.2,22.2,8.6,1.1111111111111112,1.1111111111111112,27.77777777777778,26.666666666666668,7,0,11.515555555555554,
1990,Invierno,53.099999999999994,8.583333333333334,2.0,41.0,2.0,0.0,0.0,0.0,0.0,18.0,20.0,9,1,0,0,25.2,16.4,7.5,-3.0,10.869565217391305,3.260869565217391,11.956521739130435,11.956521739130435,0,0,9.611956521739131,
1990,Otoño,313.2,12.933333333333335,3.0,13.0,10.0,5.0,1.0,0.0,0.0,46.3,71.5,1,13,0,1,28.0,21.5,12.8,-0.6,3.260869565217391,8.695652173913043,6.521739130434782,2.1739130434782608,0,0,9.666304347826086,
1990,Primavera,482.5,23.97,5.0,14.0,10.0,8.0,3.0,228.0,228.0,133.0,137.0,1,23,0,2,31.1,21.0,11.6,-2.6,10.989010989010989,6.593406593406594,19.78021978021978,6.593406593406594,0,0,10.117582417582417,
1990,Verano,687.8,22.796666666666667,9.0,11.0,18.0,13.0,6.0,336.40000000000003,123.0,123.0,182.5,0,62,0,17,36.2,26.4,20.5,6.7,6.666666666666667,7.777777777777778,15.555555555555555,11.11111111111111,0,0,10.012222222222222,
1991,Invierno,283.7,21.615384615384617,3.0,19.0,9.0,8.0,1.0,51.0,0.0,51.0,87.4,14,0,0,0,24.6,16.1,5.9,-3.6,17.391304347826086,11.956521739130435,13.043478260869565,10.869565217391305,0,0,9.089130434782607,
1991,Otoño,175.9,15.827272727272726,5.0,28.0,6.0,2.0,1.0,64.0,0.0,64.0,64.0,0,30,0,2,32.9,22.0,14.4,1.5,4.3478260869565215,2.1739130434782608,14.130434782608695,16.304347826086957,0,0,11.464130434782609,
1991,Primavera,304.5,17.61176470588235,3.0,13.0,12.0,6.0,1.0,61.0,0.0,61.0,86.5,1,14,0,0,32.4,18.0,12.7,-1.1,14.285714285714285,6.593406593406594,8.791208791208792,9.89010989010989,0,0,10.138461538461538,
1991,Verano,264.6,14.549999999999999,5.0,21.0,7.0,5.0,2.0,109.7,0.0,59.2,62.3,0,70,0,5,33.8,20.7,19.2,6.5,12.222222222222221,11.11111111111111,1.1111111111111112,2.2222222222222223,0,0,11.575555555555555,
1992,Invierno,258.3,13.484210526315788,3.0,15.0,9.0,6.0,0.0,0.0,0.0,39.5,55.0,12,0,0,0,24.2,16.9,7.2,-3.5,13.043478260869565,15.217391304347828,13.043478260869565,13.043478260869565,0,0,9.352173913043478,
1992,Otoño,355.2,20.758823529411764,4.0,15.0,9.0,8.0,3.0,122.1,0.0,64.5,111.2,1,22,0,5,32.5,23.0,9.9,-1.3,7.608695652173914,9.782608695652174,15.217391304347828,8.695652173913043,0,0,10.127173913043478,
1992,Primavera,286.79999999999995,17.7625,3.0,13.0,10.0,6.0,1.0,0.0,0.0,44.4,73.0,0,11,0,0,30.7,16.7,10.7,1.3,16.483516483516482,12.087912087912088,10.989010989010989,3.296703296703297,0,0,11.143956043956043,
1992,Verano,277.3,19.678571428571427,3.0,17.0,6.0,3.0,2.0,181.0,181.0,98.0,105.0,0,73,0,11,33.2,25.3,20.7,7.0,8.791208791208792,10.989010989010989,6.593406593406594,7.6923076923076925,0,0,11.067032967032967,
1993,Invierno,171.5,12.25,3.0,30.0,4.0,2.0,2.0,108.5,0.0,56.5,66.0,11,0,0,0,25.0,13.6,9.2,-2.1,14.130434782608695,9.782608695652174,3.260869565217391,10.869565217391305,0,0,9.439130434782609,
1993,Otoño,298.1,15.56842105263158,5.0,14.0,10.0,5.0,1.0,0.0,0.0,42.5,66.5,2,29,0,1,31.0,20.9,8.1,-1.1,9.782608695652174,9.782608695652174,19.565217391304348,22.82608695652174,0,0,10.092391304347826,
1993,Primavera,446.0,15.296551724137931,4.0,10.0,13.0,7.0,4.0,169.0,0.0,63.0,101.0,0,17,0,0,30.5,19.7,10.3,1.1,9.89010989010989,19.78021978021978,8.791208791208792,9.89010989010989,0,0,9.95934065934066,
1993,Verano,473.7,21.486363636363635,4.0,15.0,10.0,7.0,3.0,276.0,197.5,110.0,230.5,0,70,0,11,36.7,23.5,14.0,8.0,11.11111111111111,8.88888888888889,7.777777777777778,10.0,0,0,11.459999999999999,
1994,Invierno,186.6,16.863636363636363,2.0,22.0,5.0,3.0,1.0,84.5,84.5,84.5,109.0,7,0,0,0,21.7,15.4,7.7,-3.3,8.695652173913043,8.695652173913043,13.043478260869565,13.043478260869565,0,0,8.757608695652175,
1994,Otoño,388.59999999999997,16.813043478260873,7.0,13.0,12.0,8.0,2.0,47.0,0.0,47.0,101.0,0,21,0,4,34.0,21.3,12.6,2.9,4.3478260869565215,15.217391304347828,18.478260869565215,16.304347826086957,0,0,9.666304347826086,
1994,Primavera,158.9,9.75,3.0,19.0,6.0,1.0,0.0,0.0,0.0,36.0,47.0,1,19,0,0,32.4,18.8,10.1,-0.4,9.89010989010989,6.593406593406594,10.989010989010989,9.89010989010989,0,0,10.365934065934065,
1994,Verano,215.8,13.25,4.0,11.0,8.0,4.0,1.0,47.0,0.0,47.0,59.0,0,71,0,10,35.4,22.9,21.0,7.5,11.11111111111111,10.0,7.777777777777778,8.88888888888889,0,0,11.521111111111113,
1995,Invierno,76.19999999999999,5.307142857142857,4.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,27.4,17,0,0,0,24.5,15.3,7.9,-4.0,20.652173913043477,16.304347826086957,5.434782608695652,5.434782608695652,0,0,9.828260869565216,
1995,Otoño,365.8,15.791304347826088,7.0,15.0,14.0,6.0,2.0,66.2,0.0,66.2,134.10000000000002,0,22,0,1,31.1,20.3,13.0,1.5,4.3478260869565215,13.043478260869565,10.869565217391305,9.782608695652174,0,0,10.248913043478261,
1995,Primavera,236.8,14.6875,5.0,15.0,8.0,6.0,0.0,0.0,0.0,35.0,71.0,4,17,0,1,33.9,21.6,10.8,-1.5,18.681318681318682,5.4945054945054945,15.384615384615385,9.89010989010989,0,0,11.351648351648352,
1995,Verano,288.0,17.9375,3.0,14.0,7.0,3.0,2.0,108.0,108.0,108.0,112.0,0,77,0,14,39.9,23.4,21.4,6.6,18.88888888888889,7.777777777777778,8.88888888888889,6.666666666666667,0,0,12.078888888888887,
1996,Invierno,102.0,9.090909090909092,4.0,25.0,3.0,2.0,0.0,0.0,0.0,29.0,50.0,18,3,0,0,30.1,17.3,7.3,-4.2,22.82608695652174,13.043478260869565,13.043478260869565,19.565217391304348,8,0,10.480434782608697,
1996,Otoño,180.0,11.03125,3.0,11.0,5.0,2.0,1.0,0.0,0.0,45.0,67.0,0,24,0,3,30.7,20.5,12.3,0.6,9.782608695652174,6.521739130434782,16.304347826086957,8.695652173913043,0,0,9.895652173913044,
1996,Primavera,315.79999999999995,16.436842105263157,3.0,19.0,11.0,6.0,1.0,69.0,0.0,69.0,104.3,2,19,0,0,32.5,19.7,12.5,-1.2,8.791208791208792,5.4945054945054945,16.483516483516482,6.593406593406594,0,0,10.065934065934066,
1996,Verano,375.5,19.57894736842105,2.0,9.0,10.0,7.0,4.0,114.0,0.0,61.0,90.0,0,78,0,9,35.9,22.4,20.3,8.1,6.593406593406594,8.791208791208792,10.989010989010989,8.791208791208792,0,0,11.264835164835164,
1997,Invierno,235.8,15.5,2.0,17.0,8.0,6.0,0.0,0.0,0.0,35.0,56.8,6,5,0,0,28.0,19.8,7.3,-2.5,5.434782608695652,8.695652173913043,22.82608695652174,18.478260869565215,6,0,8.254347826086958,
1997,Otoño,152.7,11.692307692307692,3.0,23.0,7.0,3.0,0.0,0.0,0.0,35.0,39.0,0,32,0,3,32.0,21.1,11.2,0.4,6.521739130434782,10.869565217391305,17.391304347826086,32.608695652173914,9,0,10.829347826086957,
1997,Primavera,233.2,12.777777777777779,5.0,30.0,7.0,3.0,2.0,0.0,0.0,46.0,70.0,1,12,0,0,28.9,18.0,12.4,-0.5,6.593406593406594,7.6923076923076925,8.791208791208792,5.4945054945054945,0,0,9.819780219780219,
1997,Verano,399.0,19.8,3.0,11.0,15.0,8.0,2.0,138.0,81.0,81.0,89.0,0,60,0,17,33.9,23.8,18.5,8.8,8.88888888888889,8.88888888888889,16.666666666666664,6.666666666666667,0,0,10.624444444444444,
1998,Invierno,112.1,11.2,3.0,15.0,4.0,2.0,1.0,0.0,0.0,41.0,52.0,3,0,0,0,21.1,14.2,11.0,-1.2,8.695652173913043,0.0,9.782608695652174,2.1739130434782608,0,0,9.391304347826086,
1998,Otoño,337.09999999999997,20.875,3.0,13.0,9.0,7.0,4.0,111.0,0.0,61.0,110.0,0,17,0,2,32.5,20.2,15.0,5.0,5.434782608695652,5.434782608695652,15.217391304347828,2.1739130434782608,0,0,8.695652173913043,
1998,Primavera,195.2,13.785714285714286,2.0,14.0,7.0,4.0,0.0,0.0,0.0,32.0,54.0,0,17,0,0,29.3,19.4,11.5,0.5,10.989010989010989,6.593406593406594,8.791208791208792,4.395604395604396,0,0,10.856043956043957,
1998,Verano,341.2,18.72222222222222,6.0,33.0,7.0,4.0,2.0,190.0,113.0,113.0,114.0,0,55,0,9,33.6,22.4,19.3,6.7,11.11111111111111,22.22222222222222,5.555555555555555,6.666666666666667,0,0,10.627777777777778,
1999,Invierno,230.6,12.666666666666666,5.0,16.0,8.0,5.0,1.0,50.0,0.0,50.0,103.0,8,1,0,0,25.6,14.1,8.5,-3.0,10.869565217391305,5.434782608695652,9.782608695652174,7.608695652173914,0,0,9.330434782608695,
1999,Otoño,216.0,13.4375,2.0,24.0,7.0,3.0,2.0,61.0,0.0,61.0,94.0,0,19,0,7,31.2,23.9,14.1,1.6,9.782608695652174,7.608695652173914,10.869565217391305,6.521739130434782,0,0,9.502173913043478,
1999,Primavera,187.7,10.882352941176471,3.0,17.0,8.0,3.0,0.0,0.0,0.0,31.0,43.0,1,17,0,1,32.8,20.6,12.5,-0.8,10.989010989010989,5.4945054945054945,13.186813186813188,5.4945054945054945,0,0,10.116483516483516,
1999,Verano,326.4,12.96,5.0,13.0,7.0,4.0,3.0,110.0,0.0,56.0,72.0,0,67,0,13,37.7,22.2,19.0,4.6,13.333333333333334,16.666666666666664,10.0,4.444444444444445,0,0,11.181111111111111,
2000,Invierno,274.1,14.36315789473684,6.0,32.0,10.0,4.0,2.0,49.9,0.0,49.9,71.9,6,0,0,0,23.4,17.0,6.0,-1.6,10.869565217391305,16.304347826086957,9.782608695652174,7.608695652173914,0,0,7.767391304347828,
2000,Otoño,454.20000000000005,23.794736842105266,4.0,19.0,14.0,9.0,4.0,129.4,0.0,74.4,150.0,0,23,0,0,31.5,19.2,10.6,4.0,4.3478260869565215,6.521739130434782,9.782608695652174,4.3478260869565215,0,0,9.396739130434783,
2000,Primavera,351.0,15.818181818181818,4.0,11.0,13.0,8.0,1.0,47.0,0.0,47.0,72.0,0,12,0,0,30.2,18.9,10.4,0.5,7.6923076923076925,9.89010989010989,7.6923076923076925,6.593406593406594,0,0,9.494505494505493,
2000,Verano,262.8,19.846153846153847,2.0,11.0,6.0,3.0,3.0,184.0,0.0,74.0,74.0,0,78,0,16,34.7,23.4,20.5,7.5,8.791208791208792,2.197802197802198,14.285714285714285,6.593406593406594,0,0,11.810989010989013,
2001,Invierno,328.5,14.091304347826087,7.0,19.0,9.0,7.0,2.0,62.0,0.0,62.0,92.0,5,1,0,0,27.4,17.6,9.0,-2.8,8.695652173913043,6.521739130434782,25.0,16.304347826086957,0,0,8.93804347826087,
2001,Otoño,303.9,13.130434782608695,5.0,11.0,9.0,4.0,2.0,63.0,0.0,63.0,160.0,0,23,0,10,33.8,23.8,12.3,1.0,6.521739130434782,13.043478260869565,23.91304347826087,17.391304347826086,0,0,9.040217391304347,
2001,Primavera,338.79999999999995,12.826923076923077,4.0,21.0,13.0,7.0,0.0,0.0,0.0,36.0,96.0,0,9,0,0,29.8,19.8,12.2,1.5,3.296703296703297,5.4945054945054945,25.274725274725274,7.6923076923076925,0,0,8.556043956043956,
2001,Verano,345.1,17.23,3.0,13.0,10.0,7.0,2.0,62.0,0.0,62.0,73.8,0,75,0,28,35.1,24.5,17.0,7.0,7.777777777777778,8.88888888888889,25.555555555555554,11.11111111111111,0,0,10.555555555555555,
2002,Invierno,204.3,11.222222222222221,5.0,26.0,7.0,2.0,2.0,103.0,0.0,55.0,72.0,9,4,0,0,30.0,18.8,8.6,-3.2,8.695652173913043,9.782608695652174,15.217391304347828,8.695652173913043,0,0,9.129347826086958,
2002,Otoño,624.3,20.740000000000002,7.0,18.0,17.0,11.0,5.0,230.0,177.0,95.0,168.0,0,18,0,7,32.2,21.2,13.3,2.1,2.1739130434782608,14.130434782608695,21.73913043478261,10.869565217391305,0,0,8.347826086956523,
2002,Primavera,244.5,12.578947368421053,4.0,17.0,6.0,3.0,3.0,0.0,0.0,44.0,53.0,0,24,0,1,31.0,20.4,11.0,0.0,6.593406593406594,7.6923076923076925,18.681318681318682,9.89010989010989,0,0,10.038461538461538,
2002,Verano,422.70000000000005,16.86,3.0,10.0,13.0,7.0,2.0,147.0,97.0,97.0,140.0,0,61,0,9,34.0,23.6,20.1,8.2,6.666666666666667,10.0,7.777777777777778,4.444444444444445,0,0,10.514444444444443,
